Option,in:Afstand van Straat,in:Inkeping Hoek,in:Overspanning Vloer,in:Bouwsysteem,in:Vleugel Woningdiepte,in:Belemmeringshoek Zuid,in:Belemmeringshoek Noord,out:MPG [€/m2 per jaar],out:Gewicht [t],out:BVO Wonen Blok O[m2],out:Overspanning [m],out:Vormfactor [GBO/BVO],out:Terrassen [m2],out:% >2 Zonuren Terrassen,out:% >2 Zonuren Straat O,out:% >2 Zonuren Gevels,out:% >2 Zonuren Gevels Buren,out:% >2 Zonuren Binnentuin,out:% >15% Gevel Daglicht,out:% >30% Gevel Daglicht,img
933,0,1 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.218,3838,11597,5.4,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
934,3.6,1 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.222,3726,11249,5.4,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
935,0,1.5 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.22,3757,11352,5.4,0.46,891,55,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
936,3.6,1.5 Grid,2,CLT Vloer/Kolom,6.3,45,45,0.224,3644,11001,5.4,0.47,771,68,73,72,87,97,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
937,0,0 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.209,11135,12092,5.4,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
938,3.6,0 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.207,10675,11744,5.4,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
939,0,0.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.212,11008,11844,5.4,0.46,894,54,53,72,86,90,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
940,3.6,0.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.209,10549,11496,5.4,0.46,771,68,73,71,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
941,0,1 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.205,10441,11597,5.4,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
942,3.6,1 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.203,9982,11249,5.4,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
943,0,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.208,10316,11352,5.4,0.46,891,55,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
944,3.6,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,45,45,0.205,9856,11001,5.4,0.47,771,68,73,72,87,97,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
945,0,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.263,12069,12092,8.1,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
946,3.6,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.267,11821,11744,8.1,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
947,0,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.267,11804,11720,8.1,0.46,894,54,53,72,86,92,100,84,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
948,3.6,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.272,11556,11372,8.1,0.46,771,68,73,71,87,91,100,85,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
949,0,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.266,11349,11352,8.1,0.46,891,55,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
950,3.6,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.27,11099,11001,8.1,0.47,771,68,73,72,87,97,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
951,0,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.259,10800,11004,8.1,0.47,873,58,53,73,86,100,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
952,3.6,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,45,45,0.264,10538,10636,8.1,0.47,767,68,73,72,87,100,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
953,0,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.244,11534,12092,10.8,0.46,894,54,53,72,86,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
954,3.6,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.247,11286,11744,10.8,0.46,771,68,73,71,87,86,100,77,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
955,0,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.232,10653,11597,10.8,0.46,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
956,3.6,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.235,10405,11249,10.8,0.46,771,68,73,71,87,94,100,85,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
957,0,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.236,10311,11116,10.8,0.47,880,56,53,73,86,100,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
958,3.6,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.24,10053,10754,10.8,0.47,770,68,73,71,87,100,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
959,0,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.236,10327,11139,10.8,0.46,869,58,53,74,86,100,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
960,3.6,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,45,45,0.239,10065,10770,10.8,0.46,762,68,73,73,87,100,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
961,0,0 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.203,5506,12422,3.6,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
962,3.6,0 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.203,5347,12074,3.6,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
963,0,0.5 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.198,5348,12257,3.6,0.44,894,54,53,71,86,88,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
964,3.6,0.5 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.199,5190,11909,3.6,0.45,771,68,73,71,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
965,0,1 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.2,5298,12092,3.6,0.44,894,54,53,72,86,91,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
966,3.6,1 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.2,5139,11744,3.6,0.45,771,68,73,71,87,90,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
967,0,1.5 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.199,5206,11927,3.6,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
968,3.6,1.5 Grid,0,CLT Vloer/Wanden,8.1,45,45,0.199,5047,11579,3.6,0.45,771,68,73,72,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
969,0,0 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.186,5198,12422,4.5,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
970,3.6,0 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.19,5104,12074,4.5,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
971,0,0.5 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.186,5092,12216,4.5,0.44,894,54,53,72,86,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
972,3.6,0.5 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.189,4998,11868,4.5,0.45,771,68,73,71,87,87,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
973,0,1 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.184,4962,12009,4.5,0.45,894,54,53,72,86,93,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
974,3.6,1 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.187,4868,11661,4.5,0.45,771,68,73,71,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
975,0,1.5 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.183,4856,11803,4.5,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
976,3.6,1.5 Grid,1,CLT Vloer/Wanden,8.1,45,45,0.186,4762,11455,4.5,0.45,771,68,73,71,87,95,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
977,0,0 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.176,5027,12422,5.4,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
978,3.6,0 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.18,4930,12074,5.4,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
979,0,0.5 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.178,4947,12174,5.4,0.44,894,54,53,72,86,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
980,3.6,0.5 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.181,4850,11826,5.4,0.45,771,68,73,71,87,88,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
981,0,1 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.177,4826,11927,5.4,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
982,3.6,1 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.181,4730,11579,5.4,0.45,771,68,73,72,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
983,0,1.5 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.175,4681,11679,5.4,0.45,894,53,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
984,3.6,1.5 Grid,2,CLT Vloer/Wanden,8.1,45,45,0.178,4584,11331,5.4,0.45,771,68,73,71,87,96,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
985,0,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.275,4147,12422,3.6,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
986,3.6,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.276,4023,12074,3.6,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
987,0,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.268,4073,12257,3.6,0.44,894,54,53,71,86,88,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
988,3.6,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.269,3948,11909,3.6,0.45,771,68,73,71,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
989,0,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.27,4020,12092,3.6,0.44,894,54,53,72,86,91,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
990,3.6,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.271,3895,11744,3.6,0.45,771,68,73,71,87,90,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
991,0,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.269,3958,11927,3.6,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
992,3.6,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,45,0.27,3834,11579,3.6,0.45,771,68,73,72,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
993,0,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.247,4264,12422,4.5,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
994,3.6,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.253,4149,12074,4.5,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
995,0,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.246,4185,12216,4.5,0.44,894,54,53,72,86,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
996,3.6,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.252,4070,11868,4.5,0.45,771,68,73,71,87,87,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
997,0,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.243,4103,12009,4.5,0.45,894,54,53,72,86,93,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
998,3.6,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.249,3988,11661,4.5,0.45,771,68,73,71,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
999,0,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.241,4024,11803,4.5,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1000,3.6,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,45,0.247,3909,11455,4.5,0.45,771,68,73,71,87,95,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1001,0,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.235,4445,12422,5.4,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1002,3.6,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.24,4324,12074,5.4,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1003,0,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.237,4356,12174,5.4,0.44,894,54,53,72,86,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1004,3.6,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.243,4236,11826,5.4,0.45,771,68,73,71,87,88,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1005,0,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.237,4259,11927,5.4,0.45,894,54,53,72,86,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1006,3.6,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.242,4137,11579,5.4,0.45,771,68,73,72,87,93,100,85,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1007,0,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.233,4156,11679,5.4,0.45,894,53,53,73,86,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1008,3.6,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,45,0.239,4035,11331,5.4,0.45,771,68,73,71,87,96,100,85,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1009,0,0 Grid,0,CLT Vloer/Kolom,8.1,45,45,0.24,4043,12422,3.6,0.44,894,54,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
1010,3.6,0 Grid,0,CLT Vloer/Kolom,8.1,45,45,0.241,3922,12074,3.6,0.45,771,68,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord45_NewView.png
