,ExpressId,GlobalId,Class,PredefinedType,Name,Level,Type,Material,KAAN_Project information.Project name,KAAN_Project information.SiteName,Pset_ProductRequirements.Category,Pset_BuildingCommon.NumberOfStoreys,KAAN_Project information.Project status,Pset_ProductRequirements.id,KAAN_Project information.Organization,KAAN_Project information.Project Number,KAAN_Project information.id,Pset_BuildingCommon.id,Pset_BuildingCommon.IsLandmarked,KAAN_ILS Summary.Revit Category,KAAN_ILS Summary.id,KAAN_Project information.Building name
0,99,0CfLBxMtb1CPqMkok2OeNY,IfcBuilding,,<Building name>,,,,Project name,<Site name>,Project Information,6,WIP,59067,KAAN,TEM,59076,59065,UNKNOWN,Project Information,59069,<Building name>
